,Open,High,Low,Close,LGR
2008-11-18,62.875357950725814,64.403860234198,61.22132782777196,64.30048370361328,0.01866
2008-11-19,63.43653755669876,64.14540748314023,59.751883181403365,60.18016052246094,-0.06622
2008-11-20,59.16853553168389,60.92594734125768,55.417433226375174,55.712791442871094,-0.07713
2008-11-21,57.19698541941551,59.73710640843458,54.893154361914746,58.718101501464844,0.05254
2008-11-24,60.490311759081784,64.23403574606091,59.33839841958034,62.78675842285156,0.067
2008-11-25,64.46291695812972,64.6179817126592,61.893258772905796,63.251930236816406,0.00738
2008-11-26,62.24770867585091,65.85851824183678,62.20340042762177,65.6960678100586,0.03791
2008-11-28,65.44500545563905,66.55261587226549,65.33424892085472,66.52307891845703,0.01251
2008-12-01,64.61799488637925,64.64753184092044,60.44599442020483,60.63059616088867,-0.09275
2008-12-02,61.63482959788547,63.12640917213877,60.578907424104884,62.963958740234375,0.03776
2008-12-03,61.58317432751945,64.85431912456062,61.391186838454004,64.47772979736328,0.02376
2008-12-04,63.54729202516732,65.01672572018555,61.83418834996774,62.986106872558594,-0.02341
2008-12-05,61.767757138978595,65.28995664678754,60.72660038849966,64.92813873291016,0.03037
2008-12-08,66.70769408562445,68.21404523155996,65.03889811143233,67.1950454711914,0.03432
2008-12-09,66.7298413377025,68.0294335765755,65.70345607808436,66.0874252319336,-0.01662
2008-12-10,66.69291420673399,67.46085809588975,65.71821727695897,66.53784942626953,0.00679
2008-12-11,66.11695871661867,67.19503218330813,64.51461699354175,64.93550872802734,-0.02438
2008-12-12,63.17071469693129,65.76990459454913,62.912267766263234,65.71083068847656,0.01187
2008-12-15,65.73298616763442,65.82898267949572,63.71713828892072,64.79521179199219,-0.01403
2008-12-16,67.84480285644531,67.94817933962612,65.11270042907391,67.84480285644531,0.04599
2008-12-17,67.0769132595858,68.2509837406025,66.50095649416642,67.18767547607422,-0.00973
2008-12-18,67.49039691618933,67.6897643155589,65.13487692341161,65.93235778808594,-0.01886
2008-12-19,66.32616022076265,67.45765347146983,65.57431325490224,65.64875793457031,-0.00431
2008-12-22,65.93906449860322,66.00605788544155,63.638861668529174,64.80757141113281,-0.0129
2008-12-23,65.15745292001247,65.4552146126192,63.869641692536355,64.13762664794922,-0.01039
2008-12-24,64.35345931718282,64.66611202985587,64.01848116421773,64.5097885131836,0.00579
2008-12-26,64.94155919337074,64.98622712738117,64.39070389477249,64.88201141357422,0.00575
2008-12-29,64.94157863456576,65.00857771597333,63.72076075364597,64.69593048095703,-0.00287
2008-12-30,65.14257515465728,66.28895411625082,64.67359858712703,66.22940063476562,0.02343
2008-12-31,66.31126405238243,67.71818194651888,66.15494047295957,67.17476654052734,0.01417
2009-01-02,67.32364311995377,69.55684661296245,66.88444347974371,69.19953155517578,0.0297
2009-01-05,68.95386849155737,69.72060635786718,68.403013294587,69.11763763427734,-0.00118
2009-01-06,69.70573997809738,70.30870323707057,68.99111538393213,69.57919311523438,0.00666
2009-01-07,68.48490504024721,68.6784509273125,67.14498071337995,67.4948501586914,-0.03041
2009-01-08,67.11519287557748,67.80748031205374,66.7504323182571,67.770263671875,0.00407
2009-01-09,67.85964211235739,67.97874339672845,63.54211122675411,66.3187255859375,-0.02165
2009-01-12,66.13259520437695,66.1847087368482,64.32370586847654,64.72567749023438,-0.02431
2009-01-13,64.56192478838611,65.41798170730921,64.167387343778,64.84479522705078,0.00184
2009-01-14,63.676085763237076,63.832409349512076,61.90441277278938,62.805137634277344,-0.03196
2009-01-15,62.61904122538652,63.460212674340475,60.8324769174567,62.82747268676758,0.00036
2009-01-16,63.91427155743518,64.01104164475888,61.82250652413703,63.318748474121094,0.00779
2009-01-20,62.70090931404625,63.318757932061224,59.589312381574594,59.97639846801758,-0.05423
2009-01-21,60.99625660901811,62.70837653581891,59.90198556920828,62.56694412231445,0.04229
2009-01-22,61.35352083937521,62.55945234241321,60.42301971400494,61.59917449951172,-0.01559
2009-01-23,60.22205401488608,62.52225083634996,59.97640027298313,61.86717987060547,0.00434
2009-01-26,62.22449340110107,63.54208670169728,61.643861375481215,62.2914924621582,0.00684
2009-01-27,62.62648225719175,63.38577479917433,62.00863346555008,62.92424392700195,0.01011
2009-01-28,64.31628211898709,65.47010088180268,64.0706282938591,65.05323791503906,0.03327
2009-01-29,64.10039691033721,65.12766866799916,62.8795792229136,62.93913269042969,-0.03304
2009-01-30,63.25920049416925,63.57184755614807,61.19720651065154,61.65873718261719,-0.02055
2009-02-02,60.72082070554559,61.91930738891847,60.52727475536569,61.4726676940918,-0.00302
2009-02-03,61.859738623785205,62.797685726598935,61.20466761192427,62.33615493774414,0.01395
2009-02-04,62.753014797562216,63.549523744797554,61.81506782440156,62.03094482421875,-0.00491
2009-02-05,61.561966513516495,63.489968247345736,57.8622979484497,62.95399856567383,0.01477
2009-02-06,63.16989127366254,65.01600321498958,63.03589881991051,64.7480239868164,0.0281
2009-02-09,64.73313321540779,65.31376529245084,64.25671686094522,64.83734893798828,0.00138
2009-02-10,64.21948454526118,64.78523100800827,61.375872386799564,61.86717987060547,-0.04689
2009-02-11,62.12026467220932,62.56690984079392,61.338646985844754,62.23192596435547,0.00588
2009-02-12,61.16744937602511,62.3957125749247,60.33372361043476,62.276611328125,0.00072
2009-02-13,62.19471744346849,62.70835036750254,61.591748658853774,61.60663986206055,-0.01082
2009-02-17,59.671174154967915,61.75549310267186,58.934213233084975,58.971435546875,-0.04372
